"SRR1071359"	"SRR1083776"	"SRR811938"	"SRR1082520"	"SRR1074140"	"SRR1076584"	"SRR1101693"
"ENSG00000026103.20"	1301	806	1499	1480	848	989	1354
"ENSG00000026297.15"	8221	1370	1612	1487	900	4605	1314
"ENSG00000026508.16"	3774	4223	16015	3531	8547	2072	5933
"ENSG00000026559.13"	166	4124	364	344	1419	296	614
"ENSG00000026652.13"	1195	1061	1351	942	1250	897	821
"ENSG00000026751.16"	99	166	65	127	80	58	19
"ENSG00000026950.16"	2167	1097	1496	1503	984	1480	803
"ENSG00000027001.9"	1328	447	540	244	405	862	414
"ENSG00000027075.13"	880	1415	1814	1450	908	626	704
"ENSG00000027644.4"	17	111	111	27	53	43	136
"ENSG00000027697.13"	1684	2297	4588	3287	2690	1920	3691
"ENSG00000027847.13"	1005	1067	1042	586	754	915	701
"ENSG00000027869.11"	67	83	81	69	90	55	164
"ENSG00000028116.16"	869	566	995	524	568	744	386
"ENSG00000028137.17"	713	1527	2550	2336	1462	1156	2798
"ENSG00000028203.17"	1201	1686	2592	1378	1510	1179	958
"ENSG00000028277.21"	352	152	244	234	179	202	109
"ENSG00000028310.17"	1882	1812	2495	1441	1742	1452	1140
"ENSG00000028528.14"	3942	5745	7912	4324	4950	3984	4016
"ENSG00000028839.9"	828	425	758	509	387	488	284
"ENSG00000029153.14"	48	85	77	64	69	62	287
"ENSG00000029363.15"	4465	5147	7503	6243	4825	3654	2986
"ENSG00000029364.11"	1296	1501	2288	1601	1126	1252	1277
"ENSG00000029534.19"	31	152	13	59	33	21	34
"ENSG00000029559.6"	0	0	0	0	0	4	3
"ENSG00000029639.10"	273	172	286	141	164	246	122
"ENSG00000029725.16"	1615	2290	3926	2285	2246	1748	1491
"ENSG00000029993.14"	384	232	147	104	160	268	176
"ENSG00000030066.13"	2217	1831	2550	1803	1486	1718	1388
"ENSG00000030110.12"	275	469	476	353	348	404	365
"ENSG00000030304.13"	1	3	4	4	2	3	3
"ENSG00000030419.16"	691	134	241	157	178	320	74
"ENSG00000030582.16"	3292	3448	7321	3996	3307	2806	8278
"ENSG00000031003.10"	1032	2099	3196	1635	1401	1116	1102
"ENSG00000031081.10"	454	1860	1875	1689	1128	653	1237
"ENSG00000031691.6"	146	83	190	137	81	87	125
"ENSG00000031698.12"	2907	3927	7574	3681	3955	2592	2742
"ENSG00000031823.14"	2178	2647	3828	1957	2254	1991	1590
"ENSG00000032219.18"	911	783	1928	1299	1174	791	493
"ENSG00000032389.12"	469	480	487	268	229	436	488
"ENSG00000032444.15"	2057	1659	2617	1719	2099	2193	2201
"ENSG00000032742.17"	1975	731	1025	664	575	1164	351
"ENSG00000033011.11"	797	908	915	521	430	771	725
"ENSG00000033030.13"	1067	918	1785	1065	1219	1078	644
"ENSG00000033050.7"	1102	1665	2138	1234	1524	1352	1728
"ENSG00000033100.15"	1034	1786	2226	1328	1602	1071	1873
"ENSG00000033122.18"	17	21	91	37	21	24	16
"ENSG00000033170.16"	1212	1170	833	640	455	566	601
"ENSG00000033178.12"	1235	1126	1199	877	1201	1164	1052
"ENSG00000033327.12"	1502	1373	2977	1624	1309	1233	951
"ENSG00000033627.15"	1997	2713	4553	2875	3856	2173	1898
"ENSG00000033800.13"	2371	2744	4849	4083	3000	2420	1135
"ENSG00000033867.16"	1189	913	1170	631	1054	870	980
"ENSG00000034053.14"	164	190	147	230	184	262	134
"ENSG00000034152.18"	1433	1051	1580	1293	841	1135	2046
"ENSG00000034239.10"	6865	551	389	313	680	3669	184
"ENSG00000034510.5"	4190	8862	14172	9863	5029	5115	11243
"ENSG00000034533.11"	345	330	533	363	286	291	143
"ENSG00000034677.12"	2121	3376	4969	3627	3661	1873	2320
"ENSG00000034693.14"	435	423	743	438	350	319	408
"ENSG00000034713.7"	2170	2316	3733	2531	2390	1768	1651
"ENSG00000034971.15"	60	274	3567	2327	347	140	372
"ENSG00000035115.21"	2094	664	1087	845	914	1598	573
"ENSG00000035141.7"	1179	676	822	524	516	883	620
"ENSG00000035403.16"	4038	16940	32372	7419	13681	6383	11258
"ENSG00000035499.12"	0	7	18	4	8	3	25
"ENSG00000035664.11"	365	191	152	375	108	150	164
"ENSG00000035681.7"	885	1151	1879	1256	1049	980	889
"ENSG00000035687.9"	1201	1237	2195	1138	1069	1038	1110
"ENSG00000035720.7"	3	8	19	9	3	5	2
"ENSG00000035862.12"	9463	21956	60381	32403	19090	9635	19967
"ENSG00000035928.14"	1496	1558	3379	1672	1453	1246	1001
"ENSG00000036054.12"	633	715	1579	1123	851	719	748
"ENSG00000036257.12"	1707	2003	3255	2026	1736	1459	1343
"ENSG00000036448.9"	68	132	113	68	104	64	178
"ENSG00000036473.6"	1	25	27	22	12	29	10
"ENSG00000036530.8"	94	183	238	170	113	86	66
"ENSG00000036549.12"	1028	1149	1956	1098	1066	979	673
"ENSG00000036565.14"	2	0	0	0	0	1	0
"ENSG00000036672.15"	1091	597	985	1426	590	524	784
"ENSG00000036828.14"	0	0	0	4	0	3	2
"ENSG00000037042.8"	908	1785	2595	1399	1714	909	882
"ENSG00000037241.7"	263	344	306	204	192	233	247
"ENSG00000037280.15"	1711	1032	2943	2866	1383	1394	977
"ENSG00000037474.14"	2560	2721	3305	1717	1836	2259	1897
"ENSG00000037637.10"	1119	1329	3568	1552	1612	987	823
"ENSG00000037749.11"	300	323	424	354	236	320	337
"ENSG00000037757.13"	2284	1589	2298	1359	2060	1936	894
"ENSG00000037897.16"	391	624	260	226	249	457	525
"ENSG00000037965.5"	188	613	496	121	404	494	269
"ENSG00000038002.8"	243	349	400	211	179	233	263
"ENSG00000038210.12"	524	359	548	424	328	370	354
"ENSG00000038219.12"	2402	1785	4004	2429	2384	1945	1536
"ENSG00000038274.16"	2284	1541	3711	1792	1740	1571	949
"ENSG00000038295.7"	42	263	294	320	156	111	272
"ENSG00000038358.14"	3503	2921	4641	2602	3336	2696	2199
"ENSG00000038382.17"	2080	3061	6163	3473	3630	1860	2662
"ENSG00000038427.15"	245	815	2238	1224	1111	506	9953
"ENSG00000038532.14"	1432	1137	1433	799	1004	1229	908
"ENSG00000038945.14"	158	199	608	234	314	184	1090
"ENSG00000039068.18"	4242	290	45	161	347	1448	439
"ENSG00000039123.15"	2283	3214	4560	2249	2201	2332	2388
"ENSG00000039139.9"	5861	235	6	85	145	2531	59
"ENSG00000039319.16"	1551	1094	1744	1463	1588	1268	1133
"ENSG00000039523.18"	2368	4169	7929	4412	4893	2613	4088
"ENSG00000039537.13"	4495	238	251	1155	139	3671	229
"ENSG00000039560.13"	940	2018	2668	1113	2336	1049	1807
"ENSG00000039600.10"	32	17	15	11	5	17	4
"ENSG00000039650.10"	4337	2780	2550	2120	2362	3063	1838
"ENSG00000039987.6"	6	0	1	3	3	26	1
"ENSG00000040199.18"	455	544	975	729	1051	528	358
"ENSG00000040275.16"	188	273	368	138	213	238	162
"ENSG00000040341.17"	691	722	1183	658	644	615	571
"ENSG00000040487.12"	445	394	635	434	500	374	320
"ENSG00000040531.14"	1062	567	917	645	571	848	550
"ENSG00000040608.13"	128	87	79	71	73	139	46
"ENSG00000040633.12"	644	877	1307	732	958	736	805
"ENSG00000040731.10"	1	0	12	3	0	1	2
"ENSG00000040933.15"	1046	1197	2078	1279	1148	1113	872
"ENSG00000041353.9"	102	18	66	22	39	45	36
"ENSG00000041357.15"	1860	2855	3021	1753	1781	1967	2127
"ENSG00000041515.15"	13	20	11	52	14	18	12
"ENSG00000041802.10"	1122	1604	1542	1175	1078	1025	1024
"ENSG00000041880.14"	799	577	1226	592	455	827	624
"ENSG00000041982.15"	114	4661	29048	347	4645	3251	3646
"ENSG00000041988.15"	1389	1339	2073	1143	1513	1386	840
"ENSG00000042062.11"	1334	5616	2751	3852	4629	3801	1824
"ENSG00000042088.13"	750	210	370	197	229	374	199
"ENSG00000042286.14"	532	484	806	531	451	546	521
"ENSG00000042304.10"	0	0	0	1	0	1	1
"ENSG00000042317.16"	823	250	517	340	321	554	175
"ENSG00000042429.10"	1236	1071	1645	1084	1215	1078	596
"ENSG00000042445.13"	766	986	2800	1006	1007	949	997
"ENSG00000042493.15"	1005	971	1575	587	670	814	1069
"ENSG00000042753.11"	800	1141	1851	859	704	992	1833
"ENSG00000042781.12"	23	8	23	22	19	14	2
"ENSG00000042813.7"	15	1	0	4	2	7	0
"ENSG00000042832.11"	13	42	115	44	78	18	92
"ENSG00000042980.12"	2926	353	172	202	323	693	111
"ENSG00000043039.6"	821	7	3	18	69	194	8
"ENSG00000043093.13"	540	853	1624	926	810	694	623
"ENSG00000043143.20"	2233	1433	5191	2690	2125	1760	1024
"ENSG00000043355.11"	1	1	5	3	0	1	7
"ENSG00000043462.11"	371	348	614	699	356	320	1091
"ENSG00000043514.15"	972	930	880	562	520	613	482
"ENSG00000043591.5"	9	10	14	4	7	4	1
"ENSG00000044012.3"	1	0	0	1	0	8	0
"ENSG00000044090.8"	4007	1856	1908	1426	1842	2229	1556
"ENSG00000044115.20"	10642	10318	13524	7190	8609	7565	8028
"ENSG00000044446.11"	3522	1618	2521	1454	2286	2328	1082
"ENSG00000044459.14"	387	612	938	839	498	480	348
"ENSG00000044524.10"	28	200	705	221	107	113	224
"ENSG00000044574.7"	6636	17365	14028	7453	6550	12559	22137
"ENSG00000046604.12"	1345	559	144	347	427	634	629
"ENSG00000046647.13"	1280	653	1002	562	592	857	437
"ENSG00000046651.14"	3503	1281	1603	1231	2008	2287	714
"ENSG00000046653.14"	737	619	720	952	477	401	345
"ENSG00000046774.9"	0	0	0	1	1	0	0
"ENSG00000046889.18"	2726	661	1183	803	450	1202	552
"ENSG00000047056.14"	1050	784	1599	881	867	801	614
"ENSG00000047188.15"	1444	1964	2514	1730	2235	1514	1301
"ENSG00000047230.14"	1029	756	1218	675	752	773	410
"ENSG00000047249.16"	1136	1134	2236	979	916	991	853
"ENSG00000047315.14"	3723	4082	6690	3129	2942	3149	2861
"ENSG00000047346.12"	2305	972	3513	1718	1488	1261	636
"ENSG00000047365.11"	556	312	234	367	352	294	397
"ENSG00000047410.13"	3514	3794	6934	3943	4384	2966	6358
"ENSG00000047457.13"	340	388	449	333	392	1032	390
"ENSG00000047578.12"	13764	922	1121	833	1033	3100	843
"ENSG00000047579.19"	410	230	798	310	372	319	306
"ENSG00000047597.5"	444	102	198	66	74	162	43
"ENSG00000047617.14"	67	89	299	177	116	77	126
"ENSG00000047621.11"	539	460	748	402	288	556	457
"ENSG00000047634.14"	1239	1202	1993	1532	1761	852	782
"ENSG00000047644.18"	1059	1590	3019	1953	2034	1082	1273
"ENSG00000047648.21"	438	1795	3082	1081	2241	559	842
"ENSG00000047662.4"	1197	775	1169	601	1131	1092	395
"ENSG00000047849.21"	8898	12137	19173	8923	12332	9013	10407
"ENSG00000047932.13"	1813	1620	3404	1950	1739	1662	1222
"ENSG00000047936.10"	12	1	0	4	0	6	2
"ENSG00000048028.11"	882	561	918	664	798	673	386
"ENSG00000048052.21"	464	517	1505	477	522	213	358
"ENSG00000048140.17"	899	900	825	623	778	1277	744
"ENSG00000048162.20"	735	1302	1227	778	930	819	1071
"ENSG00000048342.15"	3150	1169	1725	762	515	1505	712
"ENSG00000048392.11"	741	582	1219	913	674	695	423
"ENSG00000048405.9"	595	766	1074	683	710	524	564
"ENSG00000048462.10"	4	36	12	36	3	7	2
"ENSG00000048471.13"	1321	839	1949	1075	873	852	703
"ENSG00000048540.14"	16	119	3162	442	165	118	725
"ENSG00000048544.5"	581	791	1361	747	620	509	718
"ENSG00000048545.13"	3	2	2	1	1	1	3
"ENSG00000048649.13"	1366	1612	3159	1734	1616	1228	914
"ENSG00000048707.13"	1893	3124	6600	2837	3484	2026	2568
"ENSG00000048740.18"	1063	1568	7857	4542	2450	1116	1764
"ENSG00000048828.16"	4292	5727	6457	3876	3805	4834	4778
"ENSG00000048991.16"	603	799	1144	702	606	749	640
"ENSG00000049089.13"	1860	790	410	351	2628	783	271
"ENSG00000049130.13"	132	681	1900	480	447	343	563
"ENSG00000049167.13"	223	217	302	153	127	216	131
"ENSG00000049192.14"	731	313	327	165	90	100	214
"ENSG00000049239.12"	3378	6410	11199	9216	8564	5030	7595
"ENSG00000049245.12"	1769	3279	6284	3583	2960	2117	2396
"ENSG00000049246.14"	2341	1277	1273	1834	2537	1077	526
"ENSG00000049247.13"	410	225	202	321	396	192	80
"ENSG00000049249.8"	4	5	5	5	7	1	65
"ENSG00000049283.17"	585	98	17	418	72	627	42
"ENSG00000049323.15"	1752	10481	16634	3514	5233	2626	2315
"ENSG00000049449.8"	2164	3160	3439	2217	2403	2921	3646
"ENSG00000049540.16"	2260	7702	27369	6953	8342	2332	3261
"ENSG00000049541.10"	324	446	799	363	297	363	350
"ENSG00000049618.22"	3322	3098	4401	3006	2872	2776	1825
"ENSG00000049656.13"	1953	2485	3360	1908	1936	2171	2213
"ENSG00000049759.17"	1704	208	489	358	356	648	321
"ENSG00000049768.14"	28	19	31	21	15	18	25
"ENSG00000049769.12"	501	540	501	498	533	355	249
"ENSG00000049860.13"	1598	2112	5270	2949	2079	1729	2818
"ENSG00000049883.14"	521	426	542	409	341	552	241
"ENSG00000050030.13"	31	130	287	94	95	54	37
"ENSG00000050130.17"	1536	787	1783	1076	872	1184	805
"ENSG00000050165.17"	685	1419	5845	3300	2038	524	1712
"ENSG00000050327.14"	994	294	372	277	409	479	242
"ENSG00000050344.8"	431	292	311	217	387	392	199
"ENSG00000050393.11"	330	469	877	483	416	490	431
"ENSG00000050405.13"	2219	4787	6416	3474	5448	2009	4717
"ENSG00000050426.15"	2992	1562	3552	1821	1945	2442	931
"ENSG00000050438.16"	1082	60	49	125	22	389	44
"ENSG00000050555.17"	390	40	80	467	68	437	35
"ENSG00000050628.20"	18	437	5001	206	1215	206	1019
"ENSG00000050730.15"	10	1	4	1	10	4	16
"ENSG00000050748.17"	927	1249	1745	1109	991	876	744
"ENSG00000050767.15"	352	89	168	107	80	106	79
"ENSG00000050820.16"	1438	2575	3170	2095	2465	1821	2368
"ENSG00000051009.10"	4395	2096	3591	2052	2560	3282	1378
"ENSG00000051108.14"	2471	3156	5457	4667	2722	2703	3850
"ENSG00000051128.18"	210	370	852	706	435	346	814
"ENSG00000051180.16"	19	9	29	24	16	30	22
"ENSG00000051341.13"	15	11	9	9	10	18	43
"ENSG00000051382.8"	1051	579	1208	686	693	628	438
"ENSG00000051523.10"	3110	1627	1661	1899	906	2070	3193
"ENSG00000051596.9"	555	330	424	247	303	370	336
"ENSG00000051620.10"	1977	1630	3071	1308	2006	1671	1321
"ENSG00000051825.14"	786	447	501	372	383	795	338
"ENSG00000052126.14"	2133	1317	2307	1545	1388	1653	696
"ENSG00000052344.15"	567	50	16	24	209	312	165
"ENSG00000052723.11"	667	840	1320	765	631	911	730
"ENSG00000052749.13"	1636	1183	760	781	863	1289	1222
"ENSG00000052795.12"	366	996	1932	1142	655	442	717
"ENSG00000052802.12"	642	519	657	450	317	608	786
"ENSG00000052841.14"	5614	2419	4768	3273	3257	3935	1931
"ENSG00000052850.5"	25	8	50	34	10	17	20
"ENSG00000053108.16"	42	8	4	6	27	2	6
"ENSG00000053254.15"	1621	3072	10986	6137	4707	2581	1898
"ENSG00000053328.8"	53	107	134	55	71	59	71
"ENSG00000053371.12"	2132	1016	1427	961	689	1361	671
"ENSG00000053372.4"	705	1515	1041	688	720	803	1137
"ENSG00000053438.8"	392	70	53	49	68	155	89
"ENSG00000053501.12"	382	554	674	539	377	413	429
"ENSG00000053524.11"	502	113	165	296	189	252	152
"ENSG00000053702.14"	318	369	569	394	211	278	340
"ENSG00000053747.15"	2585	2588	5376	1763	3089	1356	1973
"ENSG00000053770.11"	803	835	1477	847	726	881	586
"ENSG00000053900.10"	8629	1967	2391	1563	2049	5095	1244
"ENSG00000053918.15"	484	273	205	225	203	589	217
"ENSG00000054116.11"	990	1347	2144	1090	1272	1116	981
"ENSG00000054118.13"	4246	3772	6597	3337	4015	3874	2926
"ENSG00000054148.17"	2633	1936	1112	882	736	2903	1339
"ENSG00000054179.11"	663	324	54	91	116	718	82
"ENSG00000054219.10"	1510	227	298	214	212	660	336
"ENSG00000054267.20"	2277	2395	4718	2480	2422	1777	1474
"ENSG00000054277.13"	237	370	248	196	180	234	233
"ENSG00000054282.15"	943	643	1776	932	783	697	489
"ENSG00000054356.13"	7	5	21	7	10	9	14
"ENSG00000054392.12"	624	149	172	167	128	223	77
"ENSG00000054523.17"	1905	2228	4201	2581	2847	1586	1603
"ENSG00000054598.6"	310	654	1548	821	313	181	410
"ENSG00000054611.13"	1236	821	1521	837	758	831	734
"ENSG00000054654.15"	8335	3161	8028	3756	4146	4448	2222
"ENSG00000054690.13"	2994	551	305	302	430	1664	403
"ENSG00000054793.13"	4633	1527	4091	2290	2411	2105	1212
"ENSG00000054796.12"	0	0	0	0	0	2	0
"ENSG00000054803.3"	65	208	24	119	76	83	17
"ENSG00000054938.15"	19	969	569	99	202	187	991
"ENSG00000054965.10"	1729	2329	3905	2383	2035	1583	1716
"ENSG00000054967.12"	108	180	226	579	142	143	588
"ENSG00000054983.16"	1721	548	1363	996	771	1158	979
"ENSG00000055044.10"	1536	2200	2268	1827	1941	1814	1874
"ENSG00000055070.16"	2504	4433	7131	4173	4079	2610	3970
"ENSG00000055118.14"	484	2816	1625	816	1334	616	961
"ENSG00000055130.15"	1675	2510	4327	2507	2780	1588	1698
"ENSG00000055147.18"	451	722	886	626	467	520	643
"ENSG00000055163.19"	1302	402	1658	488	435	630	393
"ENSG00000055208.18"	1463	2682	5004	3277	3185	1755	1783
"ENSG00000055211.12"	1045	1772	3968	2109	2018	1238	1516
"ENSG00000055332.16"	1801	1777	2515	1618	1467	1678	1297
"ENSG00000055483.19"	2125	2833	4234	2545	3353	2482	4572
"ENSG00000055609.17"	3232	3680	5377	3590	3769	2433	2128
"ENSG00000055732.12"	328	69	130	286	154	459	204
"ENSG00000055813.5"	144	161	451	196	77	124	92
"ENSG00000055917.15"	3567	3596	6394	4060	3986	2852	2154
"ENSG00000055950.16"	1846	1422	2235	1132	1218	1539	862
"ENSG00000055955.15"	1119	926	1176	614	985	1037	602
"ENSG00000055957.10"	7	56	23	12	3	12	4
"ENSG00000056050.6"	351	603	928	529	342	435	420
"ENSG00000056097.15"	2515	3364	4284	3002	2685	2378	2481
"ENSG00000056277.15"	180	193	224	200	165	225	125
"ENSG00000056291.17"	1	1	4	0	2	3	5
"ENSG00000056487.15"	123	251	124	125	162	478	128
"ENSG00000056558.10"	1527	903	1716	1152	1423	1133	802
"ENSG00000056586.15"	1370	1364	2713	1853	1671	1169	1070
"ENSG00000056736.9"	464	522	121	172	573	890	86
"ENSG00000056972.18"	1485	1029	1599	686	830	984	954
"ENSG00000056998.18"	496	154	243	126	187	406	122
"ENSG00000057019.15"	2410	1364	2472	1702	1383	1704	1201
"ENSG00000057149.15"	22	12	9	11	50	15	17
"ENSG00000057252.12"	1436	758	1861	1060	807	905	1327
"ENSG00000057294.14"	4786	320	74	511	256	2438	498
"ENSG00000057468.6"	48	31	53	29	44	37	14
"ENSG00000057593.13"	53	18	23	33	5	79	19
"ENSG00000057608.16"	2828	4183	6974	3869	3000	3533	4280
"ENSG00000057657.15"	427	321	319	693	332	472	183
"ENSG00000057663.13"	722	944	1501	912	765	751	645
"ENSG00000057704.11"	452	620	1479	777	694	451	492
"ENSG00000057757.9"	1137	1165	2224	1292	1443	1163	872
"ENSG00000057935.13"	1275	1414	2643	1341	1395	1132	760
"ENSG00000058056.8"	278	800	2029	914	766	475	552
"ENSG00000058063.15"	1205	1561	2567	1782	1975	1182	1197
"ENSG00000058085.14"	4792	697	192	396	543	2029	492
"ENSG00000058091.16"	528	596	1711	888	772	496	660
"ENSG00000058262.9"	5091	9631	10330	5649	6029	8018	10865
"ENSG00000058272.16"	2859	7427	9900	5594	7276	4145	3888
"ENSG00000058335.15"	74	69	23	127	14	154	19
"ENSG00000058404.19"	75	10	43	30	18	187	9
"ENSG00000058453.16"	16153	2360	3250	2074	2825	6464	1594
"ENSG00000058600.15"	2014	1812	2343	1420	2082	1863	1350
"ENSG00000058668.14"	5982	24852	23124	12025	20626	10189	11845
"ENSG00000058673.15"	5882	4240	8127	5475	5728	4944	4242
"ENSG00000058729.10"	388	598	1094	558	555	469	557
"ENSG00000058799.13"	527	477	776	504	472	585	537
"ENSG00000058804.11"	510	458	763	448	365	590	441
"ENSG00000058866.14"	494	540	949	282	282	312	265
"ENSG00000059122.16"	4327	2771	6126	2572	2573	2266	1706
"ENSG00000059145.18"	2434	849	2725	1830	2015	1592	661
"ENSG00000059377.15"	216	180	532	528	182	202	716
"ENSG00000059378.12"	1322	1046	1184	812	1026	998	770
"ENSG00000059573.8"	1343	1323	820	673	725	1239	1570
"ENSG00000059588.9"	5089	2275	1815	1388	1476	2413	925
"ENSG00000059691.11"	576	243	514	309	289	469	277
"ENSG00000059728.10"	440	732	1555	2967	820	520	1706
"ENSG00000059758.7"	906	1823	2187	1198	1529	874	964
"ENSG00000059769.19"	386	402	530	379	307	427	378
"ENSG00000059804.15"	354	1440	2878	9352	1299	930	4548
"ENSG00000059915.16"	1320	6929	611	695	3911	2647	1360
"ENSG00000060069.16"	1107	855	1555	788	831	812	761
"ENSG00000060138.12"	8181	7817	15457	18772	10841	7949	6822
"ENSG00000060140.8"	114	19	15	10	12	60	10
"ENSG00000060237.16"	5289	5947	8567	5682	5419	3498	3862
"ENSG00000060303.5"	2	2	9	1	1	1	2
"ENSG00000060339.13"	2069	1822	2741	1915	2296	2629	1615
"ENSG00000060491.16"	3674	1932	3318	2341	2647	2073	1938
"ENSG00000060558.3"	49	64	160	104	150	80	383
"ENSG00000060566.13"	4	1	0	8	1	13	2
"ENSG00000060642.10"	712	342	799	368	352	396	313
"ENSG00000060656.19"	2639	1452	2484	1661	2084	1593	898
"ENSG00000060688.12"	849	961	1136	761	745	814	661
"ENSG00000060709.14"	1725	920	348	318	520	1562	386
"ENSG00000060718.19"	6	5	15	31	1	4	17
"ENSG00000060749.14"	1110	1162	1629	1200	1353	1052	922
"ENSG00000060762.18"	582	1007	1680	832	716	692	565
"ENSG00000060971.17"	6046	1808	2047	1369	1497	3368	1139
"ENSG00000060982.14"	137	3468	1253	693	1328	938	2053
"ENSG00000061273.17"	8128	7173	11459	7117	9503	7096	6271
"ENSG00000061337.15"	97	216	281	215	91	163	552
"ENSG00000061455.10"	46	44	401	158	38	47	89
"ENSG00000061492.11"	14	1	1	4	3	3	0
"ENSG00000061656.9"	203	302	85	347	263	193	242
"ENSG00000061676.14"	3490	6306	9636	4861	5373	3516	3974
"ENSG00000061794.12"	812	1061	1415	737	618	834	869
"ENSG00000061918.12"	598	500	1399	561	560	530	706
"ENSG00000061936.9"	2886	2459	3976	2371	2985	2069	1561
"ENSG00000061938.16"	6446	2343	3065	3183	3893	4555	1559
"ENSG00000061987.14"	3003	2313	3950	2624	2521	2364	1928
"ENSG00000062038.13"	493	1923	2245	2019	2004	1387	1183
"ENSG00000062096.14"	0	0	0	0	1	1	0
"ENSG00000062194.15"	3462	2558	4212	3008	2688	2919	2032
"ENSG00000062282.14"	130	33	140	589	41	112	380
"ENSG00000062370.16"	254	209	238	213	160	142	88
"ENSG00000062485.18"	2908	4900	7277	3559	3693	3612	3258
"ENSG00000062524.15"	46	40	30	65	29	90	16
"ENSG00000062582.13"	1144	1173	1992	831	879	942	849
"ENSG00000062598.17"	1555	1838	3072	1558	1967	1856	1428
"ENSG00000062650.17"	1223	1670	2779	1522	1614	1204	1164
"ENSG00000062716.11"	1978	5476	2353	4833	4742	5022	9286
"ENSG00000062725.9"	1269	1415	2689	1539	1501	1254	1013
"ENSG00000062822.12"	930	499	737	555	664	747	546
"ENSG00000063015.19"	4	8	7	5	10	6	7
"ENSG00000063046.17"	6964	6495	25839	16122	9633	6623	7072
"ENSG00000063127.15"	638	255	610	407	510	255	99
"ENSG00000063169.10"	1093	1226	1783	1124	1792	1245	842
"ENSG00000063176.15"	850	839	1410	1152	843	802	589
"ENSG00000063177.12"	18176	16817	35249	18945	17638	14739	12413
"ENSG00000063180.8"	566	820	1000	990	1182	563	320
"ENSG00000063241.7"	896	1086	831	543	520	798	868
"ENSG00000063244.12"	5748	5517	6050	4391	5195	5031	3827
"ENSG00000063245.14"	4886	3534	4665	3781	3223	3327	2946
"ENSG00000063322.13"	1858	2402	3069	2227	1727	1399	1105
"ENSG00000063438.16"	181	321	179	196	125	120	134
"ENSG00000063515.2"	0	0	0	0	0	0	0
"ENSG00000063587.13"	951	1467	2633	2340	2089	876	802
"ENSG00000063601.16"	1342	959	1443	1069	1184	1024	574
"ENSG00000063660.8"	975	3686	4477	3179	3285	2317	5105
"ENSG00000063761.15"	426	300	379	195	274	301	239
"ENSG00000063854.12"	1111	695	1464	792	1005	816	490
"ENSG00000063978.15"	1992	2274	3266	1876	2083	1671	1604
"ENSG00000064012.21"	1049	526	594	804	391	694	574
"ENSG00000064042.17"	2608	546	921	936	441	1084	506
"ENSG00000064102.14"	412	451	522	356	277	495	428
"ENSG00000064115.10"	1098	788	1819	988	854	869	834
"ENSG00000064195.7"	1	6	13	23	4	9	17
"ENSG00000064199.6"	1989	225	127	60	76	808	117
"ENSG00000064201.15"	124	113	131	84	97	75	54
"ENSG00000064205.10"	630	885	7129	2364	283	513	1395
"ENSG00000064218.4"	1	73	111	11	10	15	39
"ENSG00000064225.12"	838	224	264	272	182	463	148
"ENSG00000064270.12"	1871	160	55	93	126	952	65
"ENSG00000064300.8"	139	2704	1171	1574	785	1064	5609
"ENSG00000064309.14"	713	6811	4425	4182	4326	1326	2240
"ENSG00000064313.11"	699	1077	1412	978	872	716	723
"ENSG00000064393.15"	2092	2109	2786	1688	1997	1541	1932
"ENSG00000064419.13"	1232	1255	2089	1206	1172	1207	924
"ENSG00000064489.22"	765	551	732	496	499	618	319
"ENSG00000064490.13"	1616	1133	1520	905	940	1381	738
"ENSG00000064545.14"	1048	1134	1425	700	1268	1100	687
"ENSG00000064547.13"	864	166	200	789	187	404	341
"ENSG00000064601.16"	2418	2412	4542	2488	2259	2845	6148
"ENSG00000064607.16"	7682	4769	5937	4691	6929	6426	3897
"ENSG00000064651.13"	681	569	1216	516	582	464	446
